customer_id,first_name,last_name,email,city,customer_segment,join_date
CUST-001471,Layla,Al-Qasimi,spaces in@email.com,Abu Dhabi,Regular,2024-07-15 00:00:00
CUST-001472,Saeed,Al-Maktoum,saeed.almaktoum_94@icloud.com,Sharjah,New,2024-09-05 00:00:00
CUST-001473,Layla,Al-Mazrouei,layla.almazrouei_248@hotmail.com,Sharjah,Regular,2024-04-22 00:00:00
CUST-001474,Ahmed,Al-Nuaimi,ahmed.alnuaimi_446@icloud.com,Sharjah,Regular,2024-04-28 00:00:00
CUST-001475,Ali,Al-Rashid,ali.alrashid_454@yahoo.com,Sharjah,New,2024-07-13 00:00:00
CUST-001476,Hassan,Al-Nuaimi,hassan.alnuaimi_504@hotmail.com,Sharjah,Premium,2024-09-16 00:00:00
CUST-001477,Noura,Al-Hussein,noura.alhussein_148@gmail.com,Sharjah,Regular,2024-03-27 00:00:00
CUST-001478,Sara,Al-Nuaimi,sara.alnuaimi_415@outlook.com,Dubai,New,2024-07-13 00:00:00
CUST-001479,Reem,Al-Maktoum,reem.almaktoum_577@yahoo.com,Sharjah,Regular,2024-01-12 00:00:00
CUST-001480,Yusuf,Al-Mualla,yusuf.almualla_503@hotmail.com,Sharjah,Regular,2024-08-11 00:00:00
CUST-001481,Layla,Al-Sharqi,layla.alsharqi_267@hotmail.com,Dubai,New,2024-11-26 00:00:00
CUST-001482,Dana,Al-Zaabi,dana.alzaabi_38@hotmail.com,Abu Dhabi,Premium,2024-03-22 00:00:00
CUST-001483,Hana,Al-Maktoum,hana.almaktoum_538@outlook.com,Abu Dhabi,Premium,2024-08-11 00:00:00
CUST-001484,Aisha,Al-Nuaimi,aisha.alnuaimi_171@icloud.com,Dubai,Premium,2024-01-27 00:00:00
CUST-001485,Aisha,Al-Sharqi,aisha.alsharqi_965@hotmail.com,Dubai,New,2024-04-10 00:00:00
CUST-001486,Ali,Al-Nahyan,ali.alnahyan_276@yahoo.com,Sharjah,Regular,2024-07-07 00:00:00
CUST-001487,Fatima,Al-Hassan,fatima.alhassan_252@gmail.com,Abu Dhabi,Regular,2024-09-19 00:00:00
CUST-001488,Dana,Al-Hassan,dana.alhassan_404@yahoo.com,Dubai,New,2024-05-03 00:00:00
CUST-001489,Yusuf,Al-Hussein,yusuf.alhussein_474@yahoo.com,Abu Dhabi,Premium,2024-05-07 00:00:00
CUST-001490,Saeed,Al-Zaabi,saeed.alzaabi_387@yahoo.com,Dubai,Regular,2024-09-07 00:00:00
CUST-001491,Maryam,Al-Hassan,maryam.alhassan_414@icloud.com,Abu Dhabi,New,2024-06-30 00:00:00
CUST-001492,Tariq,Al-Balushi,tariq.albalushi_415@outlook.com,Sharjah,Regular,2024-09-12 00:00:00
CUST-001493,Mohammed,Al-Nuaimi,mohammed.alnuaimi_377@outlook.com,Dubai,Regular,2024-07-11 00:00:00
CUST-001494,Ahmed,Al-Mualla,ahmed.almualla_769@gmail.com,Dubai,Regular,2024-03-16 00:00:00
CUST-001495,Tariq,Al-Zaabi,tariq.alzaabi_144@outlook.com,Abu Dhabi,Premium,2024-04-26 00:00:00
CUST-001496,Hassan,Al-Ahmad,hassan.alahmad_730@hotmail.com,Abu Dhabi,Regular,2024-07-31 00:00:00
CUST-001497,Layla,Al-Qasimi,layla.alqasimi_945@gmail.com,Abu Dhabi,Regular,2024-07-16 00:00:00
CUST-001498,Zainab,Al-Nahyan,zainab.alnahyan_364@icloud.com,Sharjah,New,2024-09-02 00:00:00
CUST-001499,Khalid,Al-Nuaimi,khalid.alnuaimi_519@yahoo.com,Dubai,Premium,2024-12-30 00:00:00
CUST-001500,Mohammed,Al-Maktoum,mohammed.almaktoum_646@icloud.com,Abu Dhabi,Regular,2024-11-09 00:00:00
CUST-001501,Saeed,Al-Mualla,saeed.almualla_53@icloud.com,Sharjah,Regular,2024-09-06 00:00:00
CUST-001502,Dana,Al-Maktoum,dana.almaktoum_562@icloud.com,Sharjah,New,2024-07-12 00:00:00
CUST-001503,Noura,Al-Balushi,noura.albalushi_274@yahoo.com,Dubai,Regular,2024-11-11 00:00:00
CUST-001504,Maryam,Al-Nuaimi,maryam.alnuaimi_311@gmail.com,Dubai,Regular,2024-08-01 00:00:00
CUST-001505,Fatima,Al-Rashid,fatima.alrashid_262@yahoo.com,Dubai,Regular,2024-01-20 00:00:00
CUST-001506,Reem,Al-Zaabi,reem.alzaabi_480@yahoo.com,Sharjah,Premium,2024-08-23 00:00:00
CUST-001507,Khalid,Al-Hussein,khalid.alhussein_382@hotmail.com,Abu Dhabi,Regular,2024-06-18 00:00:00
CUST-001508,Khalid,Al-Hassan,khalid.alhassan_699@icloud.com,Sharjah,New,2024-05-05 00:00:00
CUST-001509,Ahmed,Al-Rashid,ahmed.alrashid_337@icloud.com,Abu Dhabi,Regular,2024-07-26 00:00:00
CUST-001510,Tariq,Al-Sharqi,tariq.alsharqi_264@gmail.com,Dubai,New,2024-04-22 00:00:00
CUST-001511,Layla,Al-Ahmad,layla.alahmad_949@gmail.com,Sharjah,Regular,2024-07-23 00:00:00
CUST-001512,Khalid,Al-Sharqi,khalid.alsharqi_167@icloud.com,Abu Dhabi,Regular,2024-06-09 00:00:00
CUST-001513,Mohammed,Al-Rashid,mohammed.alrashid_443@yahoo.com,Abu Dhabi,Premium,2024-07-08 00:00:00
CUST-001514,Layla,Al-Ahmad,layla.alahmad_504@hotmail.com,Sharjah,Regular,2024-04-30 00:00:00
CUST-001515,Saeed,Al-Zaabi,saeed.alzaabi_164@icloud.com,Abu Dhabi,New,2024-02-21 00:00:00
CUST-001516,Ahmed,Al-Qasimi,ahmed.alqasimi_505@gmail.com,Sharjah,New,2024-01-02 00:00:00
CUST-001517,Mohammed,Al-Qasimi,mohammed.alqasimi_864@outlook.com,Sharjah,New,2024-07-01 00:00:00
CUST-001518,Ali,Al-Maktoum,ali.almaktoum_318@outlook.com,Dubai,New,2024-11-10 00:00:00
CUST-001519,Sara,Al-Zaabi,sara.alzaabi_401@hotmail.com,Dubai,Regular,2024-09-26 00:00:00
CUST-001520,Saeed,Al-Sharqi,saeed.alsharqi_474@icloud.com,Abu Dhabi,Regular,2024-09-20 00:00:00
CUST-001521,Saeed,Al-Nuaimi,saeed.alnuaimi_33@hotmail.com,Abu Dhabi,Regular,2024-08-19 00:00:00
CUST-001522,Dana,Al-Sharqi,dana.alsharqi_723@hotmail.com,Abu Dhabi,Regular,2024-06-07 00:00:00
CUST-001523,Sara,Al-Nuaimi,sara.alnuaimi_721@yahoo.com,Dubai,Premium,2024-08-17 00:00:00
CUST-001524,Ali,Al-Sharqi,ali.alsharqi_705@outlook.com,Sharjah,Regular,2024-07-28 00:00:00
CUST-001525,Hana,Al-Balushi,hana.albalushi_960@yahoo.com,Abu Dhabi,Regular,2024-07-19 00:00:00
CUST-001526,Ali,Al-Maktoum,ali.almaktoum_874@outlook.com,Abu Dhabi,Regular,2024-12-03 00:00:00
CUST-001527,Khalid,Al-Ahmad,khalid.alahmad_335@hotmail.com,Sharjah,New,2024-10-17 00:00:00
CUST-001528,Aisha,Al-Maktoum,aisha.almaktoum_169@outlook.com,Abu Dhabi,New,2024-06-20 00:00:00
CUST-001529,Fatima,Al-Nuaimi,fatima.alnuaimi_508@outlook.com,Dubai,Regular,2024-01-05 00:00:00
CUST-001530,Khalid,Al-Zaabi,khalid.alzaabi_346@gmail.com,Dubai,New,2024-09-13 00:00:00
CUST-001531,Fatima,Al-Mualla,fatima.almualla_879@icloud.com,Abu Dhabi,New,2024-10-29 00:00:00
CUST-001532,Saeed,Al-Nuaimi,saeed.alnuaimi_973@gmail.com,Abu Dhabi,Regular,2024-05-28 00:00:00
CUST-001533,Noura,Al-Maktoum,noura.almaktoum_19@hotmail.com,Sharjah,Regular,2024-08-30 00:00:00
CUST-001534,Zainab,Al-Ahmad,zainab.alahmad_624@icloud.com,Dubai,New,2024-04-24 00:00:00
CUST-001535,Ibrahim,Al-Farsi,ibrahim.alfarsi_837@yahoo.com,Sharjah,Regular,2024-05-15 00:00:00
CUST-001536,Layla,Al-Maktoum,layla.almaktoum_842@hotmail.com,Dubai,Regular,2024-02-08 00:00:00
CUST-001537,Hassan,Al-Hassan,hassan.alhassan_560@hotmail.com,Dubai,New,2024-11-23 00:00:00
CUST-001538,Saeed,Al-Farsi,saeed.alfarsi_595@yahoo.com,Sharjah,Regular,2024-02-29 00:00:00
CUST-001539,Maryam,Al-Hassan,maryam.alhassan_182@icloud.com,Sharjah,Regular,2024-02-10 00:00:00
CUST-001540,Layla,Al-Ahmad,test@test,Sharjah,Regular,2024-05-29 00:00:00
CUST-001541,Zainab,Al-Qasimi,zainab.alqasimi_209@yahoo.com,Abu Dhabi,New,2024-06-07 00:00:00
CUST-001542,Hana,Al-Farsi,hana.alfarsi_160@gmail.com,Dubai,Premium,2024-05-18 00:00:00
CUST-001543,Omar,Al-Zaabi,omar.alzaabi_125@icloud.com,Sharjah,Premium,2024-12-08 00:00:00
CUST-001544,Ali,Al-Mualla,ali.almualla_362@yahoo.com,Abu Dhabi,Regular,2024-05-08 00:00:00
CUST-001545,Saeed,Al-Zaabi,saeed.alzaabi_785@gmail.com,Dubai,Regular,2024-09-24 00:00:00
CUST-001546,Hana,Al-Nuaimi,hana.alnuaimi_947@outlook.com,Dubai,Regular,2024-08-09 00:00:00
CUST-001547,Dana,Al-Zaabi,dana.alzaabi_218@yahoo.com,Dubai,Regular,2024-10-27 00:00:00
CUST-001548,Ali,Al-Balushi,ali.albalushi_673@hotmail.com,Sharjah,Regular,2024-11-24 00:00:00
CUST-001549,Mohammed,Al-Maktoum,mohammed.almaktoum_4@icloud.com,Abu Dhabi,New,2024-11-28 00:00:00
CUST-001550,Ahmed,Al-Mualla,ahmed.almualla_88@yahoo.com,Dubai,Regular,2024-02-29 00:00:00
CUST-001551,Reem,Al-Ahmad,reem.alahmad_565@outlook.com,Dubai,Premium,2024-11-22 00:00:00
CUST-001552,Ibrahim,Al-Hassan,ibrahim.alhassan_301@gmail.com,Dubai,Regular,2024-03-11 00:00:00
CUST-001553,Maryam,Al-Qasimi,maryam.alqasimi_871@hotmail.com,Dubai,Regular,2024-09-12 00:00:00
CUST-001554,Ibrahim,Al-Rashid,noatsign.com,Abu Dhabi,Premium,2024-03-11 00:00:00
CUST-001555,Saeed,Al-Hussein,saeed.alhussein_372@gmail.com,Dubai,Regular,2024-06-11 00:00:00
CUST-001556,Aisha,Al-Hussein,aisha.alhussein_820@gmail.com,Dubai,New,2024-10-08 00:00:00
CUST-001557,Ali,Al-Zaabi,ali.alzaabi_958@icloud.com,Sharjah,New,2024-12-02 00:00:00
CUST-001558,Maryam,Al-Zaabi,maryam.alzaabi_320@hotmail.com,Dubai,Regular,2024-01-27 00:00:00
CUST-001559,Omar,Al-Hussein,,Dubai,Regular,2024-10-04 00:00:00
CUST-001560,Aisha,Al-Hussein,aisha.alhussein_917@yahoo.com,Dubai,Regular,2024-10-18 00:00:00
CUST-001561,Omar,Al-Farsi,omar.alfarsi_482@yahoo.com,Sharjah,Regular,2024-12-15 00:00:00
CUST-001562,Zainab,Al-Maktoum,zainab.almaktoum_897@outlook.com,Sharjah,Regular,2024-04-06 00:00:00
CUST-001563,Layla,Al-Maktoum,layla.almaktoum_628@hotmail.com,Dubai,Regular,2024-03-10 00:00:00
CUST-001564,Tariq,Al-Rashid,tariq.alrashid_295@outlook.com,Dubai,New,2024-12-27 00:00:00
CUST-001565,Saeed,Al-Ahmad,invalid@,Abu Dhabi,Regular,2024-12-19 00:00:00
CUST-001566,Aisha,Al-Mazrouei,aisha.almazrouei_123@yahoo.com,Dubai,Regular,2024-05-07 00:00:00
CUST-001567,Ali,Al-Farsi,ali.alfarsi_989@yahoo.com,Abu Dhabi,Regular,2024-11-29 00:00:00
CUST-001568,Omar,Al-Mazrouei,omar.almazrouei_424@gmail.com,Abu Dhabi,Premium,2024-11-27 00:00:00
CUST-001569,Yusuf,Al-Mualla,yusuf.almualla_388@icloud.com,Sharjah,Regular,2024-11-21 00:00:00
CUST-001570,Maryam,Al-Mualla,maryam.almualla_682@yahoo.com,Abu Dhabi,Regular,2024-01-26 00:00:00
CUST-001571,Zainab,Al-Ahmad,zainab.alahmad_801@gmail.com,Sharjah,Regular,2024-07-30 00:00:00
CUST-001572,Ibrahim,Al-Qasimi,ibrahim.alqasimi_182@hotmail.com,Dubai,Regular,2024-02-03 00:00:00
CUST-001573,Yusuf,Al-Sharqi,yusuf.alsharqi_461@yahoo.com,Sharjah,New,2024-07-18 00:00:00
CUST-001574,Reem,Al-Nuaimi,reem.alnuaimi_137@gmail.com,Dubai,Regular,2024-10-09 00:00:00
CUST-001575,Fatima,Al-Nahyan,fatima.alnahyan_380@icloud.com,Abu Dhabi,Regular,2024-12-03 00:00:00
CUST-001576,Ibrahim,Al-Balushi,ibrahim.albalushi_65@icloud.com,Dubai,Regular,2024-05-05 00:00:00
CUST-001577,Hana,Al-Mazrouei,hana.almazrouei_819@icloud.com,Dubai,New,2024-01-02 00:00:00
CUST-001578,Ahmed,Al-Mualla,ahmed.almualla_789@icloud.com,Abu Dhabi,Premium,2024-04-09 00:00:00
CUST-001579,Ibrahim,Al-Balushi,ibrahim.albalushi_258@outlook.com,Sharjah,Regular,2024-11-04 00:00:00
CUST-001580,Yusuf,Al-Nahyan,yusuf.alnahyan_640@yahoo.com,Dubai,New,2024-07-01 00:00:00
CUST-001581,Layla,Al-Hassan,layla.alhassan_234@hotmail.com,Sharjah,Premium,2024-03-11 00:00:00
CUST-001582,Mohammed,Al-Nuaimi,mohammed.alnuaimi_548@gmail.com,Dubai,New,2024-08-13 00:00:00
CUST-001583,Layla,Al-Balushi,layla.albalushi_380@gmail.com,Dubai,New,2024-07-28 00:00:00
CUST-001584,Hassan,Al-Farsi,hassan.alfarsi_461@yahoo.com,Dubai,Regular,2024-03-01 00:00:00
CUST-001585,Hassan,Al-Zaabi,hassan.alzaabi_765@yahoo.com,Dubai,Regular,2024-03-26 00:00:00
CUST-001586,Ahmed,Al-Mazrouei,ahmed.almazrouei_222@hotmail.com,Abu Dhabi,Regular,2024-04-27 00:00:00
CUST-001587,Hassan,Al-Maktoum,hassan.almaktoum_358@outlook.com,Abu Dhabi,Regular,2024-02-19 00:00:00
CUST-001588,Tariq,Al-Maktoum,tariq.almaktoum_198@yahoo.com,Dubai,Premium,2024-04-01 00:00:00
CUST-001589,Sara,Al-Nuaimi,sara.alnuaimi_472@gmail.com,Sharjah,Regular,2024-01-17 00:00:00
CUST-001590,Sara,Al-Mualla,sara.almualla_902@outlook.com,Sharjah,Regular,2024-03-22 00:00:00
CUST-001591,Ahmed,Al-Qasimi,ahmed.alqasimi_546@yahoo.com,Sharjah,Regular,2024-02-13 00:00:00
CUST-001592,Sara,Al-Nahyan,sara.alnahyan_112@hotmail.com,Dubai,Regular,2024-09-23 00:00:00
CUST-001593,Dana,Al-Hussein,dana.alhussein_940@icloud.com,Abu Dhabi,Regular,2024-10-31 00:00:00
CUST-001594,Tariq,Al-Nuaimi,tariq.alnuaimi_436@yahoo.com,Sharjah,Regular,2024-06-10 00:00:00
CUST-001595,Sara,Al-Balushi,sara.albalushi_856@gmail.com,Dubai,Regular,2024-10-01 00:00:00
CUST-001596,Ali,Al-Mazrouei,ali.almazrouei_816@yahoo.com,Dubai,Regular,2024-02-27 00:00:00
CUST-001597,Maryam,Al-Farsi,maryam.alfarsi_756@yahoo.com,Dubai,Regular,2024-04-28 00:00:00
CUST-001598,Layla,Al-Maktoum,layla.almaktoum_622@icloud.com,Dubai,Regular,2024-06-22 00:00:00
CUST-001599,Ali,Al-Sharqi,ali.alsharqi_563@yahoo.com,Dubai,New,2024-04-15 00:00:00
CUST-001600,Layla,Al-Balushi,layla.albalushi_531@yahoo.com,Sharjah,Regular,2024-11-20 00:00:00
CUST-001601,Khalid,Al-Ahmad,khalid.alahmad_283@outlook.com,Dubai,Regular,2024-12-06 00:00:00
CUST-001602,Ahmed,Al-Nahyan,ahmed.alnahyan_776@icloud.com,Dubai,Regular,2024-02-20 00:00:00
CUST-001603,Hana,Al-Farsi,hana.alfarsi_807@icloud.com,Dubai,New,2024-06-09 00:00:00
CUST-001604,Omar,Al-Zaabi,omar.alzaabi_662@outlook.com,Abu Dhabi,Premium,2024-03-16 00:00:00
CUST-001605,Tariq,Al-Hassan,tariq.alhassan_503@icloud.com,Dubai,New,2024-05-27 00:00:00
CUST-001606,Mohammed,Al-Mualla,mohammed.almualla_42@icloud.com,Abu Dhabi,Premium,2024-01-26 00:00:00
CUST-001607,Hassan,Al-Nuaimi,hassan.alnuaimi_652@outlook.com,Dubai,Regular,2024-09-28 00:00:00
CUST-001608,Maryam,Al-Hussein,maryam.alhussein_423@yahoo.com,Abu Dhabi,New,2024-07-08 00:00:00
CUST-001609,Yusuf,Al-Sharqi,yusuf.alsharqi_804@icloud.com,Abu Dhabi,Regular,2024-01-21 00:00:00
CUST-001610,Mohammed,Al-Rashid,mohammed.alrashid_421@icloud.com,Sharjah,Regular,2024-01-09 00:00:00
CUST-001611,Dana,Al-Qasimi,dana.alqasimi_63@outlook.com,Dubai,New,2024-05-09 00:00:00
CUST-001612,Omar,Al-Hassan,omar.alhassan_757@gmail.com,Abu Dhabi,Regular,2024-11-25 00:00:00
CUST-001613,Reem,Al-Ahmad,reem.alahmad_255@icloud.com,Dubai,Regular,2024-09-27 00:00:00
CUST-001614,Maryam,Al-Sharqi,maryam.alsharqi_690@gmail.com,Dubai,Regular,2024-05-31 00:00:00
CUST-001615,Dana,Al-Hussein,dana.alhussein_683@outlook.com,Abu Dhabi,Premium,2024-08-02 00:00:00
CUST-001616,Fatima,Al-Mualla,fatima.almualla_866@icloud.com,Abu Dhabi,Regular,2024-05-08 00:00:00
CUST-001617,Mohammed,Al-Mazrouei,mohammed.almazrouei_969@hotmail.com,Dubai,Regular,2024-05-28 00:00:00
CUST-001618,Mohammed,Al-Qasimi,mohammed.alqasimi_235@outlook.com,Abu Dhabi,Regular,2024-04-08 00:00:00
CUST-001619,Ahmed,Al-Farsi,ahmed.alfarsi_387@outlook.com,Abu Dhabi,New,2024-09-19 00:00:00
CUST-001620,Dana,Al-Hassan,dana.alhassan_24@yahoo.com,Sharjah,Regular,2024-12-23 00:00:00
CUST-001621,Aisha,Al-Mazrouei,aisha.almazrouei_340@yahoo.com,Abu Dhabi,Regular,2024-12-10 00:00:00
CUST-001622,Mohammed,Al-Sharqi,mohammed.alsharqi_59@outlook.com,Dubai,Regular,2024-06-30 00:00:00
CUST-001623,Dana,Al-Sharqi,dana.alsharqi_905@gmail.com,Abu Dhabi,New,2024-02-22 00:00:00
CUST-001624,Saeed,Al-Ahmad,saeed.alahmad_739@gmail.com,Sharjah,Regular,2024-02-16 00:00:00
CUST-001625,Sara,Al-Ahmad,sara.alahmad_415@outlook.com,Dubai,New,2024-02-09 00:00:00
CUST-001626,Saeed,Al-Zaabi,saeed.alzaabi_777@outlook.com,Abu Dhabi,New,2024-07-27 00:00:00
CUST-001627,Dana,Al-Maktoum,test@test,Dubai,New,2024-01-16 00:00:00
CUST-001628,Khalid,Al-Zaabi,khalid.alzaabi_563@yahoo.com,Sharjah,Premium,2024-12-18 00:00:00
CUST-001629,Reem,Al-Farsi,reem.alfarsi_271@outlook.com,Sharjah,Regular,2024-07-31 00:00:00
CUST-001630,Saeed,Al-Farsi,saeed.alfarsi_377@icloud.com,Abu Dhabi,Premium,2024-06-08 00:00:00
CUST-001631,Omar,Al-Mazrouei,omar.almazrouei_791@icloud.com,Abu Dhabi,Regular,2024-04-28 00:00:00
CUST-001632,Reem,Al-Mualla,reem.almualla_601@yahoo.com,Abu Dhabi,New,2024-03-21 00:00:00
CUST-001633,Saeed,Al-Hussein,saeed.alhussein_76@yahoo.com,Abu Dhabi,Regular,2024-02-09 00:00:00
CUST-001634,Mohammed,Al-Balushi,mohammed.albalushi_749@outlook.com,Dubai,Regular,2024-01-22 00:00:00
CUST-001635,Ahmed,Al-Zaabi,ahmed.alzaabi_244@hotmail.com,Abu Dhabi,New,2024-01-24 00:00:00
CUST-001636,Omar,Al-Nahyan,omar.alnahyan_437@gmail.com,Dubai,New,2024-01-29 00:00:00
CUST-001637,Sara,Al-Mualla,sara.almualla_906@icloud.com,Dubai,Regular,2024-07-16 00:00:00
CUST-001638,Noura,Al-Nahyan,noura.alnahyan_764@yahoo.com,Dubai,Regular,2024-05-10 00:00:00
CUST-001639,Yusuf,Al-Maktoum,yusuf.almaktoum_522@icloud.com,Dubai,Premium,2024-11-16 00:00:00
CUST-001640,Zainab,Al-Zaabi,zainab.alzaabi_925@yahoo.com,Sharjah,Regular,2024-05-15 00:00:00
CUST-001641,Mohammed,Al-Nahyan,mohammed.alnahyan_918@icloud.com,Dubai,New,2024-04-09 00:00:00
CUST-001642,Layla,Al-Ahmad,layla.alahmad_935@icloud.com,Sharjah,Premium,2024-01-24 00:00:00
CUST-001643,Yusuf,Al-Hussein,yusuf.alhussein_55@gmail.com,Sharjah,Regular,2024-01-10 00:00:00
CUST-001644,Mohammed,Al-Hassan,mohammed.alhassan_579@icloud.com,Sharjah,Regular,2024-04-03 00:00:00
CUST-001645,Noura,Al-Sharqi,noura.alsharqi_170@hotmail.com,Sharjah,Regular,2024-11-16 00:00:00
CUST-001646,Saeed,Al-Hussein,saeed.alhussein_891@outlook.com,Sharjah,Regular,2024-12-12 00:00:00
CUST-001647,Noura,Al-Nahyan,noura.alnahyan_303@yahoo.com,Sharjah,Regular,2024-11-22 00:00:00
CUST-001648,Layla,Al-Qasimi,layla.alqasimi_106@outlook.com,Dubai,New,2024-10-18 00:00:00
CUST-001649,Sara,Al-Qasimi,sara.alqasimi_111@yahoo.com,Dubai,Premium,2024-08-08 00:00:00
CUST-001650,Hana,Al-Maktoum,hana.almaktoum_717@gmail.com,Sharjah,Regular,2024-03-01 00:00:00
CUST-001651,Zainab,Al-Maktoum,zainab.almaktoum_179@yahoo.com,Abu Dhabi,New,2024-04-26 00:00:00
CUST-001652,Layla,Al-Mualla,layla.almualla_617@outlook.com,Sharjah,New,2024-03-11 00:00:00
CUST-001653,Hana,Al-Zaabi,noatsign.com,Dubai,New,2024-12-05 00:00:00
CUST-001654,Fatima,Al-Balushi,fatima.albalushi_445@outlook.com,Dubai,New,2024-03-16 00:00:00
CUST-001655,Yusuf,Al-Hassan,yusuf.alhassan_445@outlook.com,Dubai,Regular,2024-07-12 00:00:00
CUST-001656,Ali,Al-Mazrouei,ali.almazrouei_576@hotmail.com,Abu Dhabi,New,2024-03-15 00:00:00
CUST-001657,Dana,Al-Mualla,dana.almualla_946@gmail.com,Abu Dhabi,Regular,2024-07-23 00:00:00
CUST-001658,Layla,Al-Hussein,layla.alhussein_319@icloud.com,Abu Dhabi,Premium,2024-01-16 00:00:00
CUST-001659,Aisha,Al-Ahmad,aisha.alahmad_2@gmail.com,Sharjah,Regular,2024-07-19 00:00:00
CUST-001660,Maryam,Al-Nahyan,maryam.alnahyan_120@hotmail.com,Sharjah,Premium,2024-04-08 00:00:00
CUST-001661,Khalid,Al-Mazrouei,khalid.almazrouei_875@gmail.com,Dubai,Regular,2024-01-29 00:00:00
CUST-001662,Hassan,Al-Nahyan,hassan.alnahyan_622@gmail.com,Sharjah,Regular,2024-03-31 00:00:00
CUST-001663,Dana,Al-Nuaimi,dana.alnuaimi_973@hotmail.com,Sharjah,Premium,2024-07-07 00:00:00
CUST-001664,Hassan,Al-Sharqi,,Abu Dhabi,Regular,2024-03-24 00:00:00
CUST-001665,Noura,Al-Qasimi,noura.alqasimi_782@hotmail.com,Sharjah,Premium,2024-01-10 00:00:00
CUST-001666,Ali,Al-Balushi,ali.albalushi_743@hotmail.com,Abu Dhabi,New,2024-10-16 00:00:00
CUST-001667,Saeed,Al-Nahyan,saeed.alnahyan_270@gmail.com,Abu Dhabi,Regular,2024-05-14 00:00:00
CUST-001668,Sara,Al-Nuaimi,sara.alnuaimi_238@gmail.com,Dubai,Regular,2024-03-28 00:00:00
CUST-001669,Maryam,Al-Nahyan,maryam.alnahyan_950@gmail.com,Abu Dhabi,New,2024-03-25 00:00:00
CUST-001670,Ali,Al-Hussein,ali.alhussein_389@gmail.com,Dubai,Regular,2024-09-19 00:00:00
CUST-001671,Khalid,Al-Qasimi,khalid.alqasimi_560@icloud.com,Abu Dhabi,Regular,2024-08-17 00:00:00
CUST-001672,Hana,Al-Sharqi,hana.alsharqi_607@gmail.com,Sharjah,New,2024-06-14 00:00:00
CUST-001673,Maryam,Al-Sharqi,maryam.alsharqi_997@gmail.com,Abu Dhabi,New,2024-05-01 00:00:00
CUST-001674,Hassan,Al-Mazrouei,hassan.almazrouei_482@icloud.com,Dubai,New,2024-09-12 00:00:00
CUST-001675,Aisha,Al-Qasimi,aisha.alqasimi_854@yahoo.com,Sharjah,Regular,2024-10-28 00:00:00
CUST-001676,Aisha,Al-Nahyan,aisha.alnahyan_268@icloud.com,Abu Dhabi,Regular,2024-09-08 00:00:00
CUST-001677,Saeed,Al-Ahmad,saeed.alahmad_437@yahoo.com,Sharjah,Premium,2024-09-20 00:00:00
CUST-001678,Khalid,Al-Rashid,test@test,Sharjah,New,2024-01-12 00:00:00
CUST-001679,Tariq,Al-Hassan,tariq.alhassan_439@hotmail.com,Sharjah,Premium,2024-09-01 00:00:00
CUST-001680,Maryam,Al-Mazrouei,maryam.almazrouei_242@hotmail.com,Sharjah,Premium,2024-01-08 00:00:00
CUST-001681,Ahmed,Al-Rashid,ahmed.alrashid_87@yahoo.com,Dubai,Regular,2024-12-11 00:00:00
CUST-001682,Maryam,Al-Farsi,maryam.alfarsi_375@gmail.com,Abu Dhabi,Regular,2024-02-23 00:00:00
CUST-001683,Maryam,Al-Hussein,maryam.alhussein_75@icloud.com,Sharjah,Regular,2024-10-19 00:00:00
CUST-001684,Tariq,Al-Rashid,tariq.alrashid_774@icloud.com,Dubai,Regular,2024-12-15 00:00:00
CUST-001685,Zainab,Al-Hussein,zainab.alhussein_296@icloud.com,Dubai,Premium,2024-01-20 00:00:00
CUST-001686,Mohammed,Al-Hussein,mohammed.alhussein_236@icloud.com,Abu Dhabi,Regular,2024-12-20 00:00:00
CUST-001687,Ibrahim,Al-Farsi,ibrahim.alfarsi_904@icloud.com,Abu Dhabi,Regular,2024-10-10 00:00:00
CUST-001688,Ali,Al-Sharqi,ali.alsharqi_642@icloud.com,Sharjah,New,2024-01-19 00:00:00
CUST-001689,Noura,Al-Nahyan,noura.alnahyan_184@yahoo.com,Sharjah,Regular,2024-04-10 00:00:00
CUST-001690,Aisha,Al-Maktoum,aisha.almaktoum_463@outlook.com,Abu Dhabi,New,2024-02-02 00:00:00
CUST-001691,Noura,Al-Ahmad,noura.alahmad_505@hotmail.com,Sharjah,Regular,2024-08-11 00:00:00
CUST-001692,Fatima,Al-Mazrouei,fatima.almazrouei_328@icloud.com,Sharjah,New,2024-01-20 00:00:00
CUST-001693,Hana,Al-Mualla,hana.almualla_1@hotmail.com,Sharjah,Regular,2024-05-01 00:00:00
CUST-001694,Hassan,Al-Maktoum,hassan.almaktoum_889@outlook.com,Abu Dhabi,Regular,2024-12-17 00:00:00
CUST-001695,Mohammed,Al-Maktoum,mohammed.almaktoum_172@outlook.com,Sharjah,Regular,2024-07-10 00:00:00
CUST-001696,Aisha,Al-Hassan,aisha.alhassan_608@hotmail.com,Dubai,New,2024-11-09 00:00:00
CUST-001697,Layla,Al-Farsi,layla.alfarsi_700@icloud.com,Sharjah,Regular,2024-07-19 00:00:00
CUST-001698,Layla,Al-Mazrouei,layla.almazrouei_560@icloud.com,Dubai,Regular,2024-02-10 00:00:00
CUST-001699,Khalid,Al-Qasimi,khalid.alqasimi_346@hotmail.com,Dubai,Regular,2024-03-26 00:00:00
